Week,Timestep,U1,U2,U3,U4,MU,RBM,RSDU,Total extended time,Stage,Rescheduling
166,24,0.7452830188679245,0.8584905660377359,0.9339622641509434,0.6981132075471698,0.8089622641509434,1.154518950437318,0.13240988400583947,13,2,False
166,35,0.7452830188679245,0.8584905660377359,0.9339622641509434,0.7169811320754716,0.8136792452830188,1.1478260869565218,0.1239278743561273,15,2,False
166,78,0.7452830188679245,0.8584905660377359,0.9339622641509434,0.7264150943396226,0.8160377358490566,1.1445086705202312,0.11995670455702033,16,2,False
166,34,0.7452830188679245,0.839622641509434,0.9339622641509434,0.660377358490566,0.794811320754717,1.175074183976261,0.14868413391979074,7,1,False
166,4,0.7452830188679245,0.839622641509434,0.9339622641509434,0.6320754716981132,0.7877358490566038,1.18562874251497,0.16406165738949718,4,1,False
166,11,0.7452830188679245,0.839622641509434,0.9339622641509434,0.6320754716981132,0.7877358490566038,1.18562874251497,0.16406165738949718,4,1,False
167,-1,0.8795180722891566,0.6626506024096386,0.9156626506024096,0.6144578313253012,0.7680722891566265,1.192156862745098,0.1973293431436725,0,0,False
167,21,0.8795180722891566,0.7108433734939759,0.9156626506024096,0.6506024096385542,0.789156626506024,1.1603053435114503,0.16277033681139413,7,1,False
167,13,0.8588235294117647,0.7176470588235294,0.8705882352941177,0.7647058823529411,0.8029411764705883,1.0842490842490842,0.09218357063822648,18,2,False
167,32,0.8202247191011236,0.6629213483146067,0.9213483146067416,0.5730337078651685,0.7443820224719101,1.237735849056604,0.20965199144654761,10,2,False
167,67,0.8202247191011236,0.6741573033707865,0.9213483146067416,0.5730337078651685,0.747191011235955,1.2330827067669174,0.20636780802244517,11,2,False
167,11,0.8795180722891566,0.6867469879518072,0.9156626506024096,0.6144578313253012,0.7740963855421686,1.1828793774319066,0.18907997036723131,2,1,False
167,20,0.8588235294117647,0.7176470588235294,0.8941176470588236,0.7411764705882353,0.8029411764705883,1.1135531135531136,0.1079188268326464,18,2,False
167,61,0.8690476190476191,0.7142857142857143,0.9047619047619048,0.7023809523809523,0.7976190476190477,1.1343283582089552,0.13068582623446467,13,2,False
167,38,0.8795180722891566,0.6867469879518072,0.9156626506024096,0.6144578313253012,0.7740963855421686,1.1828793774319066,0.18907997036723131,2,1,False
167,48,0.8795180722891566,0.6867469879518072,0.9156626506024096,0.6144578313253012,0.7740963855421686,1.1828793774319066,0.18907997036723131,2,1,False
168,-1,0.8488372093023255,0.8255813953488372,0.9186046511627907,0.7093023255813954,0.8255813953488371,1.1126760563380282,0.10539879962743495,0,0,False
168,6,0.8488372093023255,0.872093023255814,0.9186046511627907,0.7441860465116279,0.8459302325581395,1.0859106529209621,0.08720671849106199,7,1,False
168,14,0.8488372093023255,0.872093023255814,0.9186046511627907,0.7093023255813954,0.8372093023255813,1.0972222222222223,0.10758287072798378,4,1,False
168,19,0.8488372093023255,0.872093023255814,0.9186046511627907,0.7093023255813954,0.8372093023255813,1.0972222222222223,0.10758287072798378,4,1,False
168,29,0.8488372093023255,0.872093023255814,0.9186046511627907,0.7093023255813954,0.8372093023255813,1.0972222222222223,0.10758287072798378,4,1,False
168,33,0.8488372093023255,0.872093023255814,0.9186046511627907,0.7093023255813954,0.8372093023255813,1.0972222222222223,0.10758287072798378,4,1,False
168,51,0.8390804597701149,0.8620689655172413,0.9080459770114943,0.7586206896551724,0.8419540229885056,1.0784982935153584,0.07425332820059488,9,1,False
168,11,0.7934782608695652,0.8369565217391305,0.9239130434782609,0.6630434782608695,0.8043478260869565,1.1486486486486487,0.13513513513513517,12,2,False
168,26,0.8488372093023255,0.872093023255814,0.9186046511627907,0.7441860465116279,0.8459302325581395,1.0859106529209621,0.08720671849106199,7,1,False
168,54,0.8021978021978022,0.8461538461538461,0.8681318681318682,0.7912087912087912,0.8269230769230769,1.0498338870431894,0.04390748084518055,17,2,False
168,63,0.8111111111111111,0.8555555555555555,0.8777777777777778,0.7777777777777778,0.8305555555555555,1.0568561872909699,0.053928145473568875,15,2,False
168,65,0.8111111111111111,0.8555555555555555,0.8777777777777778,0.7777777777777778,0.8305555555555555,1.0568561872909699,0.053928145473568875,15,2,False
168,70,0.8488372093023255,0.872093023255814,0.9186046511627907,0.7209302325581395,0.8401162790697674,1.0934256055363323,0.10068351945926274,5,1,False
169,-1,0.6764705882352942,0.8333333333333334,0.9313725490196079,0.5882352941176471,0.7573529411764707,1.2297734627831713,0.20341206777133958,0,0,False
169,21,0.6764705882352942,0.8725490196078431,0.9313725490196079,0.5980392156862745,0.7696078431372549,1.2101910828025477,0.20527612679867208,5,1,False
169,51,0.6764705882352942,0.8725490196078431,0.9313725490196079,0.5882352941176471,0.7671568627450981,1.2140575079872205,0.2106042887835249,4,1,False
169,84,0.6764705882352942,0.8529411764705882,0.9313725490196079,0.5980392156862745,0.7647058823529412,1.2179487179487178,0.20135417075879908,3,1,False
169,18,0.6388888888888888,0.8425925925925926,0.9351851851851852,0.5555555555555556,0.7430555555555556,1.2585669781931463,0.23673279614918494,12,2,False
169,29,0.6388888888888888,0.8425925925925926,0.9351851851851852,0.5555555555555556,0.7430555555555556,1.2585669781931463,0.23673279614918494,12,2,False
169,39,0.6388888888888888,0.8425925925925926,0.9351851851851852,0.5555555555555556,0.7430555555555556,1.2585669781931463,0.23673279614918494,12,2,False
169,44,0.6388888888888888,0.8425925925925926,0.9351851851851852,0.5555555555555556,0.7430555555555556,1.2585669781931463,0.23673279614918494,12,2,False
169,56,0.6388888888888888,0.8425925925925926,0.9351851851851852,0.5555555555555556,0.7430555555555556,1.2585669781931463,0.23673279614918494,12,2,False
169,76,0.6388888888888888,0.8425925925925926,0.9351851851851852,0.5555555555555556,0.7430555555555556,1.2585669781931463,0.23673279614918494,12,2,False
169,36,0.6764705882352942,0.8725490196078431,0.9313725490196079,0.5980392156862745,0.7696078431372549,1.2101910828025477,0.20527612679867208,5,1,False
169,30,0.6764705882352942,0.8921568627450981,0.9313725490196079,0.6372549019607843,0.7843137254901961,1.1875,0.18984642916490865,11,2,False
169,35,0.6764705882352942,0.8921568627450981,0.9313725490196079,0.6568627450980392,0.7892156862745098,1.1801242236024845,0.18073004424675113,13,2,False
169,69,0.6764705882352942,0.8725490196078431,0.9313725490196079,0.6470588235294118,0.7818627450980392,1.1912225705329154,0.18066147389037535,10,2,False
